2	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	2	6	2	3	7	2	0	8	2	1	9	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	2	4	0	28	10	0	28	10	0	28	10	0	28	10	2	3	4	0	28	10	0	28	10	0	28	10	0	28	10	2	0	4	0	28	10	0	28	10	0	28	10	0	28	10	2	1	4	0	28	10	0	28	10	0	28	10	0	28	10	
0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	22	6	2	23	7	2	20	8	2	21	9	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	22	4	0	28	10	0	28	10	0	28	10	0	28	10	2	23	4	0	28	10	0	28	10	0	28	10	0	28	10	2	20	4	0	28	10	0	28	10	0	28	10	0	28	10	2	21	4	0	28	10	0	28	10	0	28	10	0	28	10	
0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	-2	4	6	-2	5	7	-2	6	8	-2	7	9	0	28	10	-2	4	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	5	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	6	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	7	5	0	28	10	0	28	10	0	28	10	0	28	10	
0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	-2	8	6	-2	9	7	-2	10	8	-2	11	9	0	28	10	-2	8	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	9	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	10	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	11	5	0	28	10	0	28	10	0	28	10	0	28	10	
2	2	6	2	3	7	2	0	8	2	1	9	0	28	10	2	22	6	2	23	7	2	20	8	2	21	9	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	2	2	0	2	22	1	-2	26	10	0	28	10	0	28	10	2	3	0	2	23	1	-2	27	10	0	28	10	0	28	10	2	0	0	2	20	1	-2	24	10	0	28	10	0	28	10	2	1	0	2	21	1	-2	25	10	0	28	10	0	28	10	
0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	-2	4	6	-2	5	7	-2	6	8	-2	7	9	0	28	10	-2	8	6	-2	9	7	-2	10	8	-2	11	9	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	-2	4	2	-2	8	3	2	12	10	0	28	10	0	28	10	-2	5	2	-2	9	3	2	13	10	0	28	10	0	28	10	-2	6	2	-2	10	3	2	14	10	0	28	10	0	28	10	-2	7	2	-2	11	3	2	15	10	0	28	10	0	28	10	
2	2	4	0	28	10	0	28	10	0	28	10	0	28	10	2	22	4	0	28	10	0	28	10	0	28	10	0	28	10	-2	4	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	8	5	0	28	10	0	28	10	0	28	10	0	28	10	2	2	0	2	22	1	-2	26	10	0	28	10	0	28	10	-2	4	2	-2	8	3	2	12	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	
2	3	4	0	28	10	0	28	10	0	28	10	0	28	10	2	23	4	0	28	10	0	28	10	0	28	10	0	28	10	-2	5	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	9	5	0	28	10	0	28	10	0	28	10	0	28	10	2	3	0	2	23	1	-2	27	10	0	28	10	0	28	10	-2	5	2	-2	9	3	2	13	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	
2	0	4	0	28	10	0	28	10	0	28	10	0	28	10	2	20	4	0	28	10	0	28	10	0	28	10	0	28	10	-2	6	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	10	5	0	28	10	0	28	10	0	28	10	0	28	10	2	0	0	2	20	1	-2	24	10	0	28	10	0	28	10	-2	6	2	-2	10	3	2	14	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	
2	1	4	0	28	10	0	28	10	0	28	10	0	28	10	2	21	4	0	28	10	0	28	10	0	28	10	0	28	10	-2	7	5	0	28	10	0	28	10	0	28	10	0	28	10	-2	11	5	0	28	10	0	28	10	0	28	10	0	28	10	2	1	0	2	21	1	-2	25	10	0	28	10	0	28	10	-2	7	2	-2	11	3	2	15	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	0	28	10	
