1	4	16	16	4	1	6	16	16	5	1	7	16	16	6	1	6	2	2	3	1	6	3	3	3	1	6	2	0	0	1	6	3	1	0	1	6	3	0	1	1	6	2	1	2	
1	5	16	16	4	1	6	16	16	9	1	7	16	16	10	1	6	1	1	1	1	6	3	3	1	1	6	3	2	0	1	6	1	0	7	1	6	3	0	8	1	6	2	1	8	
1	16	16	16	4	1	6	16	16	4	1	7	16	16	11	1	6	1	1	7	1	6	2	2	7	1	6	1	0	2	1	6	2	0	3	1	6	3	2	2	1	6	3	1	8	
1	4	16	16	4	1	8	16	16	15	1	9	16	16	16	1	8	2	2	14	1	8	3	3	14	1	8	2	0	0	1	8	3	1	0	1	8	3	0	12	1	8	2	1	13	
1	5	16	16	4	1	8	16	16	18	1	9	16	16	19	1	8	1	1	12	1	8	3	3	12	1	8	3	2	0	1	8	1	0	7	1	8	3	0	17	1	8	2	1	17	
1	16	16	16	4	1	8	16	16	4	1	9	16	16	11	1	8	1	1	7	1	8	2	2	7	1	8	1	0	13	1	8	2	0	14	1	8	3	2	13	1	8	3	1	17	
1	4	16	16	4	1	10	16	16	23	1	11	16	16	24	1	10	2	2	22	1	10	3	3	22	1	10	2	0	0	1	10	3	1	0	1	10	3	0	20	1	10	2	1	21	
1	5	16	16	4	1	10	16	16	26	1	11	16	16	27	1	10	1	1	20	1	10	3	3	20	1	10	3	2	0	1	10	1	0	7	1	10	3	0	25	1	10	2	1	25	
1	16	16	16	4	1	10	16	16	4	1	11	16	16	11	1	10	1	1	7	1	10	2	2	7	1	10	1	0	21	1	10	2	0	22	1	10	3	2	21	1	10	3	1	25	
1	4	16	16	4	1	12	16	16	31	1	13	16	16	32	1	12	2	2	30	1	12	3	3	30	1	12	2	0	0	1	12	3	1	0	1	12	3	0	28	1	12	2	1	29	
1	5	16	16	4	1	12	16	16	34	1	13	16	16	35	1	12	1	1	28	1	12	3	3	28	1	12	3	2	0	1	12	1	0	7	1	12	3	0	33	1	12	2	1	33	
1	16	16	16	4	1	12	16	16	4	1	13	16	16	11	1	12	1	1	7	1	12	2	2	7	1	12	1	0	29	1	12	2	0	30	1	12	3	2	29	1	12	3	1	33	
1	4	16	16	4	1	14	16	16	39	1	15	16	16	40	1	14	2	2	38	1	14	3	3	38	1	14	2	0	0	1	14	3	1	0	1	14	3	0	36	1	14	2	1	37	
1	5	16	16	4	1	14	16	16	42	1	15	16	16	43	1	14	1	1	36	1	14	3	3	36	1	14	3	2	0	1	14	1	0	7	1	14	3	0	41	1	14	2	1	41	
1	16	16	16	4	1	14	16	16	4	1	15	16	16	11	1	14	1	1	7	1	14	2	2	7	1	14	1	0	37	1	14	2	0	38	1	14	3	2	37	1	14	3	1	41	
1	16	16	16	4	1	0	0	16	11	1	1	1	16	11	1	2	2	16	11	1	3	3	16	11	0	16	16	16	44	0	16	16	16	44	0	16	16	16	44	0	16	16	16	44	
